label,tweet
Non_HS,Tiga Instansi Keluarkan Maklumat Larangan Mobilisasi Massa di Pilkada DKI
Non_HS,TERNYATA BAJU YANG DIPAKAI AHOK DI DEBAT PILKADA YG SAYA TONTON MELALUI METRO TV SAMA DENGAN YANG DI TV ONE. BARUSAN SAYA CEK
Non_HS,"Sebagai warga negara yang baik lo wajib ikut mensukseskan Pilkada Jakarta 2017. Temukan performa berbeda Debat Pilkada pukul 7"
Non_HS,Debat Terakhir Menentukan Elektabilitas di Pilkada DKI Putaran Kedua
Non_HS,Terima kasih bapak ahok dengan jasa2 bapak selalu membangun jakarta lebih baik lagi
Non_HS,Salut banget sm pak ahok.. benar2 berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi..
Non_HS,keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga Jakarta untuk datang ke TPS sebelum jam 1 siang!
Non_HS,Terima kasih telah membuat Jakarta menjadi lebih baik pak... Tetap semangat!
Non_HS,"Pada akhirnya orang jahat akan jatuh dan orang baik akan dibangkitkan!"
Non_HS,"Meski dijatuhkan berkali2 Tuhan akan selalu mengangkat yg benar"
Non_HS,Rencana Bapak yang di surga itu lebih indah yangg kita inginkan bapak ahok tetap semangat ya pak
Non_HS,Pak Basuki dan Pak Djarot tetap kuat didalam iman dan pengharapan...
Non_HS,Yakin bahwa ini bukan jalan yang terbaik untuk anda dari hanya sekedar Gubernur dan Wakil gubernur DKI..
Non_HS,Masyarakat Indonesia khusus DKI melihat pemimpin itu bukan dilihat hasil kerjanya
Non_HS,Kami sebagai rakyat indonesia yang bukan berasal dari DKI turut mendoakan semoga pak Basuki dan pak Djarot tidak pernah lelah melayani kami dan tetap terus semangat
Non_HS,"jangan padam untuk kemanusiaan ya pak saya mengenang semua hal manis yg telah bapak perjuangkan"
Non_HS,Saya doakan pak ahok dan tamengnya tidak kejang2
Non_HS,Tetap semangat pak. Ahok.. Aku selalu dukung pak ahok djarot.
Non_HS,Pemenang Debat Pilkada DKI malam ini adalah...... IRA KOESNO!!!
Non_HS,"Selamat buat pasangan no 3 Anies-Sandi pemenang versi Quick Count... Terima kasih buat Ahok-Djarot atas kerja luar biasa untuk Jakarta..."
Non_HS,Semangat pak ahok walaupun saya warga bandung tapi saya yakin pak ahok yg jadi juara...
Non_HS,"yg jelas kerja keras pasti dan jujur tetap pak ahok."
Non_HS,"Maaf pak saya tidak bisa ikutan nyoblos KTP saya jakarta tapi saya skrg tinggal bandung saya hanya bisa berdoa"
Non_HS,"semoga ahokdjarot bisa terus melanjutkan visi misi nya untuk membangun kota Jakarta agar lebih rapih bersih dan nyaman"
Non_HS,Dalam nama Tuhan Untuk jakarta yg lebih baik
Non_HS,semagat buat pak Anies semoga selalu dalam rahmat tuhan YME
Non_HS,semua warga DKI gunakan hak pilihmu....jangan takut kita smua warga yg punya hak dan sehat lahir batin
Non_HS,semoga Tuhan memberikan seluruh masyarakat DKI jakarta keadilan sesuai pemimpin yg benar2 demi rakyat Amin.
Non_HS,Eks Pendukung Agus-Sylvi di Jakarta Timur Deklarasikan Dukungan Untuk Ahok-Djarot
HS,"Ini pasti salah Jokowi Ahok dan kafir-kafir ateis. https:\/\/t.co\/v2GRcUeStI"
HS,@fahmiabuazzam1 biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.
HS,RT @BungWinar: Angin memporakporandakan basis pemenangan Si Penista Agama...Cililitan.\nYa Alloh Ampuni Kami\n#JakartaBanjir
HS,"RT @Lupuz0503: Prestasi Ahok \nSelain mjadi mafia koruptor n penista agama dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON"
HS,Ulama Kompak Nyatakan #HaramPemimpinKafir Pilih Ahok = Murtad!
HS,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA
HS,@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha
HS,@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya
HS,@YohanesTarigan9 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.
HS,@Zufrianto3 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau
HS,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g
HS,"Ayo umat Islam yg pinter jgn percaya klo aksi 112 tdk ada hubungannya dgn pilkada pihak AHY yg bayar anies yg untung \ud83d\ude01"
HS,#DebatFinalPilkadaJKT mampuuuusssssss mpoK Silvy!!!!
HS,Hidup china komunis ! https:\/\/t.co\/b1RheVKrXl
HS,Ini tuh kesalahan Jokowi dan Ahok si babi ateis. https:\/\/t.co\/v2GRcUeStI
HS,Kalo ahok menang pilkada bikin video sex bareng anaknya dong tan.? https:\/\/t.co\/7msmThwwLK
HS,Keluarga Besar Kami Yang Berdomisili di Jakarta TIDAK PILIH AHOK!! https:\/\/t.co\/GZKZFTpvCw Suara Ulama Bulat! #HaramPilihAhok #JanganGolput
HS,ketutunan cina dari luar kota dan pulau mulai kejakarta mau coblos ahok dengan KTP aspal dari kamboja
HS,RT @indopoints: china babi... china maling...\n#UsirChina https:\/\/t.co\/9y4HIWHJp2
HS,RT @mosangada72: Masih mau memilih Agus-Sylvi???\nAnaknya SBY dan Keluarga Koruptor\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026
HS,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara
HS,"Tangkap Ahok Sekarang Juga Share Jika Setuju !!!"
HS,"Sayang sekali Bangsa ini Paling jago kalau merasa-rasa. Yg mendukung Pak Ahok merasa paling benar yg mendukung Mas Anies merasa paling suci"
HS,Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa
HS,"Bukan Hanya Penista Agama Bagi JPU Ahok Pemecah Belah Bangsa https:\/\/t.co\/6qkIFCjqhq"
HS,Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai
HS,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT
HS,RT @Gemacan70: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama https:\/\/t.co\/dxIDQ4ZQHV
HS,"@Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan BANCI TITOT lakukan bidikan ke arah"
HS,tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat https:\/\/t.co\/979uJ6ItrM
HS,"RT @UstadTengku: Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles\u2026"
HS,Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2
HS,"FPI: Pendukung Ahok kalah jumlah dengan izin Allah kita gusur Gubernur koruptor dan penista agama https:\/\/t.co\/Jp7pGLRGiE"
HS,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH
HS,"RT @felixsiauw: tapi twit begini asik lo kita jadi tau yang mana akun-akun pro-penista agama akun-akun buzzer yang kerjanya menghujat :)"
HS,@DivHumasHansip: ahoker siap bela penista agama https:\/\/t.co\/HxuU4rUDFX\
HS,RT @alwinazar24: sepertinya CUCUnya DAJJAL telah hadir
HS,"Mereka Siang MALAM Maki2 Ulama Kita Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN."
HS,RT @Jhonkosmik: Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?
HS,Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT
HS,RT @GodinJ760478: @tempodotco gara2 belain terdakwa penista agama jadi remek semua. Sukurin
HS,"RT @Chaeruddin_B: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x"
HS,RT @TerorisSocmed: PENJARAKAN PENISTA AGAMA !!! ATAU @jokowi TURUN !!! https:\/\/t.co\/vqH0TNXaRz
HS,"Si penista agama Jaga mulut aja gabisa apalagi jaga jkt?"
HS,Ahok : program paslon no. 1 ini programnya ngambang | yaiyalah pakkk gak ada program diaa cma ada celaan #DebatFinalPilkadaJKT
HS,Akui saja Ahok dan Djarot kalian gagal atasi banjir.Orang kena banjir anda sibuk sidang kasus penista agama
HS,RT @87_julay: Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!! https:\/\/t.co\/YhhO40QWXS
HS,RT @wongawas: Overdosis @Metro_TV membela penista agama. https:\/\/t.co\/i84RARpy5w
HS,"Kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi emang sengaja ditinggiin tuh"
HS,RT @andreobz: Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki
HS,RT @BangsaPenguasa: Penjarakan ahoax penista agama atau jokowi turun.#KonsolidasiDewanPKB https:\/\/t.co\/XoW5eakIsk
HS,"Napa dibiarin tim si penista agama maen curang maren emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista"
HS,Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT
HS,"RT @Rakyat_Angin: Ahok Taik. \""MENFITNAH\"". Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT"
HS,RT @HasanArisandi: #AhokPastiTumbang fakta di bilang fitnah\n#DebatFinalPilkadaJKT
HS,"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas skak mat #DebatFinalPilkadaJKT"
HS,Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT
HS,RT @AnnisaFYtr: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT
HS,"@DivHumasHansip: fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%mereka kelojotan melihat MUI+NU+Muhammadi"
HS,Norak banget iklan mantan mendikbud @aniesbaswedan ini. Tambah gak respech.. inilah tenun kebangsaan yg dia maksud.\u2026 https:\/\/t.co\/Ux7HEYkBLG
HS,"RT @DivHumasHansip: yg nebar kebencian itu ahok mbakmasa mbak gak tau sih sampai dia jadi terdakwa loh @AnizzahGedrun"
HS,pertanyaan dari Bu Sylvi gak mutu amat. #DebatFinalPilkadaJKT
HS,Huuu sylvi tak tahu apa-apa asal ngoceh #NobarAhokDjarot #DebatFinalPilkadaJKT
HS,Sylvi keliatan bloonnya #DebatFinalPilkadaJKT
HS,RT @WanitaRevolusi: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc @Dahnilanzar
HS,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.
HS,#DebatFinalPilkadaJKT mati kau hok
HS,Yg ga punya program bisanya cuma fitnah. Ciri Orang yg demen ngambil kjp kontan #DebatFinalPilkadaJKT
HS,Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT
HS,RT @bajigurceleng: @jpnncom hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama
HS,Kurangnya pemberdayaan wanita DKI Jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi #DebatFinalPilkadaJKT
HS,Agus silvy Tukang Fitnah #DebatFinalPilkadaJKT
HS,#DebatFinalPilkadaJKT yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame2
HS,Keluarga kita gak ada yg maling coyy gak perlu trauma kaleeeee emang kluarga ente?
HS,JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA
HS,Bajingan lu silvy #DebatFinalPilkadaJKT
HS,"Hasil Akhir Menyatakan @jokowi Melindungi Ahok TERDAKWA PENISTA AGAMA !!!"
HS,RT @SiBonekaKayu: Selepas banjir Jakarta 212 Pendukung Ahok mengganti narasi doa. Semua demi keuntungan Sang Penista Agama
HS,Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?
HS,Gusur Ahok demi Indonesia. Teladan buruk pembangkangan hukum dan anti kemanusiaan di Jakarta jgn tertular ke daerah. #CoblosPecinya
HS,"BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN  TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER"
HS,Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT
HS,Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT
HS,Uang Taipan tuh. Nanti dibayar dengan ratusan penggusuran biadab oleh Ahok.
HS,CINA ASU https:\/\/t.co\/zM1BsjAIHA
HS,"Ketika ngomong Sylvi keliatan oke. Tapi begitu didebat Ahok Sylvi langsung kekuatan goblok."
HS,"Jangankan Banjir Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir Hanya GENANGAN."
HS,ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND @Gemacan70 @TerorisSocmed
HS,Karna dia ga punya program hanya modal bacot doang
HS,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%
HS,Narkoba yg paling berbahaya adalah ILUSI KESUCIAN AHOK SANG PENISTA.
HS,@tribunnews emang ahok siapa?? Orang penting?? Dia hanya penista agama!!
HS,cina mah duitnya dari hasil maling di Indonesia di balikin lgi berkedok invest plus bawa gembel2 & napi dari Cina negeri nenek moyang ahok
HS,"Tangkap Ahok @basuki_btp skrng juga koruptor reklamasi Jakarta dan penista Agama Islam."
HS,keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT
HS,"Yg Ahokers Klo gak seneng ama cuitan gw silahkan unfollow krn gw Anti AHOK (Si Penista Agama Islam)"
HS,AGAMA DI NISTAKAN! ULAMA DI LECEHKAN!! Ini Alasannya #HaramPemimpinKafir
HS,RT @FredyBastian3: Cara serang Ahok : Kafir galak
HS,@umnia77 @ruhutsitompul @sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.
HS,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.
HS,"yg maling itu kan china2 babi BLBI  korupsi nya triliunan  termasuk si AHok korupsi 2 triliun.."
HS,Mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal
HS,@KompasTV @ridwankamil ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor
HS,@TPK_RI ITULAH si ahok kutil babi
HS,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir
HS,@PonkEcha @Fahrihamzah Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta
HS,"Om...Ahoknya...Mana OmKatanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi Jgn Membual Om...?!!?"
HS,kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..
HS,Perilaku Si BABI @jokoanwar ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. @SiBonekaKayu
HS,@budimandjatmiko ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?
HS,"#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun sopan..tidak seperti babi kafir ahok"
HS,Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! @temanahok
HS,"Mana para babi ahok yg ngejek onta biar di injek2 ama onta"
HS,@gotcancer2 bukannya stigma babi itu milik tuhan elu si ahok kafir
HS,Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY
HS,"@Ananda_harahaP udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed gak ngaruh."
HS,"ahok tidak layak seperti manusia dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi"
HS,@haloJakarta Ahok (BTP) Basuki Tai Babi
HS,"RT @diyahaudya: @yusuf_dumdum Yg ada cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah."
HS,"@adichandramang2 @CummaRachel @korban_gusur iya  trump memang penista agama atau anti islam emang hubungannya dgn anis apa?"
HS,@adichandramang2\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!
HS,"@bayprio Itulah kebodohan para penista agama sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu"
HS,@iwanfals pilih Anis sandi doong..jgn pilih si penista agama pemecah NKRI
HS,"@posmetroinfo Emang terdakwa penista agama salahnya dimana coba kl yg biasa bikin hoax metrotipu aman2 aja tuh dewan peres"
HS,@RamadanMalka Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...
HS,@RestySeterah si ahok pantasnya dinobatkan sbgai Babi ngepret
HS,"@roninpribumi @dewanpers yg salah itu mereka menulis TERDAKWA PENISTA AGAMAcoba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih.."
HS,Faktanya Cina2 parasit tuh ngotot belain si penista Agama @PradanaBhakti @IrianaPasirua @PutraSumedang18 @khoirulilham12 @ronavioleta
HS,jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! https://t.co/JtwFRRdLF4
HS,RT @RestySeterah: Keren nih apps kawal TPS .. Yuk gabung buat pastikan cagub terdakwa penista Agama lebih cepat diantar kehabitatnya
HS,"Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong keliatan banget kalau lo itu beneran bego :)) #FuckYou"
HS,@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!
HS,"Kang @ridwankamil fakta hari inipartai pendukung si penista agama sangat dibenci rakyattermasuk rakyat Jabar. https://t.co/b2WetyvrbZ"
HS,"plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek jijik gw liatnya"
HS,"paling mau muntah liat lagak nya @AHMADDHANIPRAST jadi orang sok iye banget hoek"
HS,@Metro_TV kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh
HS,"perempuan kaya lo mending mati aja deh jelek aja gausa sok jadi make up artist!"
HS,"ahmad dhani itu borok sampah babi anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga."
HS,Lah emang sdh jelas2 si ahok terdakwa penista agama. Malu woy! https://t.co/2K0HlMpR9t
HS,"Keputusan ERKA hari ini harus kita HORMATI begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA."
HS,Lupakan @ridwankamil biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yg bersih. Delete partai pendukung penista agama dari hati
HS,Masalah dunia dan masalah nafsu ya kang @ridwankamil . Kata2 kok bersayap kayak burung hantu. https://t.co/mwClbkU4sT
HS,Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan
HS,"Payah banget @ridwankamil maju Jabar1 pakai partai Nasdem pendukung penista agama ente lagi butuh uang ya kang? Payah loe!!"
HS,"polisi yg jadi imam sholat ini adalah seorang penista agama bodoh BERISLAM cuma ikut2an. COPOT KAPOLRES JAKBAR !! https://t.co/s2h2Ybrthm"
HS,"RT @ferdyfrodoo: @bayprio Itulah kebodohan para penista agama sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu"
HS,"RT @Ra_Ria_Rana: GAK HABIS PIKIR???\n\nTINGGAL NUNGGU ADZAB ALLAH NIH NEGERI PEMIMPINNYA SDH DZALIM https://t.co/UmZK4bTyi4"
HS,"Sini lu kami enggak mau kampung kami didatangi sama penista agama https://t.co/1z3MtHs9ck"
HS,"SETUJU SAYAKLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... https://t.co/uD16d7Gwhd"
HS,Senang dong ada yg fans mati sampai lupa kalau dia bego banget https://t.co/ctJFC5a8Zz
HS,@AHMADDHANIPRAST LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah
HS,@bayprio : Si AHOAK @basuki_btp CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!
HS,"@AHMADDHANIPRAST aku katakan anjing kpd ahmad dani boleh....aku katakan babi kpd ahmad dhani boleh..."
HS,"@Bisniscom haha memaki untuk melawan mah harus drpd ditindas pemimpin munafik melindungi penista agama dll. Agama no 1 (islam) taubat rot"
HS,"@Anakran63208433 @5ec4a1e80d3c48c @aniesbaswedan pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah Penipu Dan Garong.."
HS,@Gemacan70 itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!
HS,@republikaonline spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..
HS,@topan_julian1 kalo mecin jangan dijadiin cemilan mangkannya kang. Jadi begonya bego banget.
HS,@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi2 buat tumbal reklamasi
HS,"@ymerdeka33 @ach_qodr @basuki_btp cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi tau nya berita2 sampah pencitraan"
HS,INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. https://t.co/2XXN5CFdVM
HS,"ini semua berawal dari AHOK JAMBAN yg dibela aparat para kristen serta china kafir yang lain semakin berani menghi https://t.co/qUutkrlsP3"
HS,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan main FTV aja joko judulnya https://t.co/T2BUgLTnUO"
HS,"Mana bisa percya lagisdgkan induknya penista smp skrg lum ditahan tp malah dibela. https://t.co/Oc1vGdX0Z4"
HS,Mari seluruh Muslim CYBER Army mulai skrg ganti semua sebutan A....K menjadi Terdakwa Penista Agama !
HS,"Orang Islam lebih suka si HOAX penista agama menjaga lisan dan tindakan dari hal-hal yang merusak hubungan... https://t.co/FLhW31wXdU"
HS,RT @izzah_pandeka: #Nomor2Koruptor negeri para korup diasuh cino babi https://t.co/wJXalyPxPn
HS,RT @Gemacan70: Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh https://t.co/o4nnZBkNYS
HS,RT @korban_gusur: @RakyatBiasa1945 Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA @OshMuslim @RebusKentang @m3g4
HS,RT @Ustadtengku1: @RizieqSyihabFPI tolol itu banyak yg bela penista agama walau sudah tersangka
HS,Orang punya saksi anjing dikasus babi.. Tolol https://t.co/ssePg5FCXm
HS,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. https://t.co/yM5ViOFvpc
HS,"Sini lu kami enggak mau kampung kami didatangi sama penista agama https://t.co/1z3MtHs9ck"
HS,"Tanda2 kiamat x yak masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor"
HS,"#JanganMauDibohongiAhok sebab Ahok Sumber Kekacauan Politik Ramaikan Aski 313 FIGHT!! https://t.co/WOBxlxvZnx"
HS,#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT
HS,Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.
HS,"#MataNajwaDebatJakarta Hebatnya Ahok masih mau salaman loh sm Pak Anies yang Amat terhormat. Idih gw sih ogah."
HS,#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.
HS,#MataNajwaDebatJakarta pak anies banyak omdo dulu waktu jd menteri terobosannya apa?? skrg ngomong ky sok Jago bgt
HS,#MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok
HS,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha
HS,#MataNajwaDebatJakarta topeng anda hari ini fix terbuka @aniesbaswedan .. anda sama dgn yg mendukung anda.. BAU BUSUK
HS,"#MataNajwaDebatJakarta Pak Anies suka nyinyir suka memutar balik kan fakta ga punya program yg jelas bisanya jelekkan kinerja pak Basuki"
HS,Babi... iya memang si Ahok gak jauh kayak Babi..
HS,Si tengkuk babi sipit bangke agen dajjal mau jadi onta hahaha. Orang waras juga tau kasus ahok dipaksakan!!
HS,itu kan kata ahok kafir..umat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yg suka makan babi & bir
HS,"gw harus bilang Babi Ahok apa dong selain kafir gw hanya pengen gerombolannyA Babi Ahok merasakan bagaiamana klo di anjing2in Bangsat2in"
HS,"sibabi china sangat biadab memperlakukan kaum PRIBUMI dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini biadabnya mrk!"
HS,ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat.. ahok kafir bencong
HS,nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT
HS,kebiadaban ahok cina kafir anak2 rakyat kecil pribumi dan ibu2 islam semua digusur dari rumahnya serta kehidupannya
HS,"tim ahok yg otak wc otak tumpul justru anies itu sdh komit sekali dgn pancasila ahok kafir sgt tdk bs berpancasila"
HS,"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini mjd agitatif dan licik. semoga kalah kau anjing"
HS,"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!"
HS,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.
HS,"kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris ahok kafir biadab"
HS,RT @LeonartoRabono: tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....
HS,Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an https://t.co/jYSg6x1A
HS,"#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorgaaamiin semoga tuhan setuju"
