KELAS,TWEET
HS, PARRA Kibarkan 'Hatta Rajasa Presidenku' dari Bandung DAHLAN TOLOL
HS,Akun berbayar @TrioMacan2000 org2 suruhan wiranto wkwkwk nenek nenek di dusun sy juga tau kalo wiranto tetep bakal ga bisa menang
HS,"Ah knp harus prabowo.. Wiranto juga... Kita bosan Jendral!!!"""
HS,"Jangan pilih dia dia mengecewakan : """"@cobowjunior: @aidiote sepertinya tidak ey bung arb mengecewakan"""
HS,"di AS capres jg pencitraanknp di indon jd barang haram??Munafik sdh putus asa dg citra jokowi dan dahlan iskan yang moncer ya.."""
HS,"prabowo wiranto bakrie..semua orang2 jahat..indonesia jangan sampai kalian salah pilih nanti :"""
HS,Males. Folow. @detikcom dahlan iskan iisiiinyaa ddoooongg semua
HS,"menyoal Dahlan Iskan tadinya saya sempet ragu. tapi kesini2nya ada benernya rumors yang beredar ttg sepak terjang HS dahlan iskan"""
HS,@Gerindra bila pak prabowo di sandingkan dengan aher di pilpres rasanya tidak cocok..
HS,"Males bangt mas det klo dia yg dibahas jd kaper pula!hadeh RT""""@detikcom: Majalah detik mulai edisi """"RAHASIA DAPUR DAHLAN ISKAN"""" hadir di"""
HS,"Korban penghasutan dr 3macan. Kasihan...-->>@Aadhitadhit:detikcom dahlan iskan raja korup dan penipu kok didukung"""
HS,"Gagal pilpres bakri bangkrut aminnn ""@wennogu: Doi neangan duit keur pilpres RT""@EkaRtf: ARB Mafia bola keles ""@dinilando: Naha jdi ka bakri"
HS,kesalahan wiranto dan terutama prabowo pernah mau jadi cawapres ndak kepilih sisan jatuh deh harga jualnya :-|
HS,"Yusrilihza_MhdTrioMacan2000 Hahaha... Hanya org bodoh yg tongkrogin trio macan dan dengarkan surya paloh si ambisius nan serakah."""
HS,"7. Mana ada 11 juta orang mau daftar jadi capres seperti dibilang Surya Paloh? Omongannya ngawur bin dusta"""
HS,"Goblok RT ""@merdekadotcom: Surya Paloh: Kalau Pemilu serentak akan ada 11 juta capres mdk.to/oDd7#Politik"""""""
HS,"Yusril nilai omongan Paloh 11 juta capres ngawur bin dusta: Yusril meminta Surya Paloh kembali membaca pasal ... mdk.to/8Wx0"""
HS,"Payah -__- @kompascom: Lagi Grup Bakrie Gagal Penuhi Janji http://t.co/RhEeGyayOW"""""""
HS,"hafidz_ary saya muak dengan mbah jokowi ini rakyat indonesia sadarlah :'"""
HS,"Surya Paloh itu bukan orang hukum apalagi pakar tata negara makanya tidak pantas jadi Presiden ga usah Presiden CAPRES Aja SP ga pantes"""
HS,"@NasDem Gagal @akbarfaizal68 ""@Yusrilihza_Mhd: 2. Hanya kerbau dungu yg bisa termakan bualan ala Pak Belalang yg dibilang Surya Paloh itu"""
HS,"?surya paloh tak ubahnya anak TKkalah tanding dg arb bikin Partai"""
HS,"Biar keliatan syapa yg bego""@pojok_nurani: Terus hasilnya buat apa?? ""@Presiden2014com: Yusril Tantang Surya Paloh Debat di Sidang MK"""
HS,"pencitraan lebay.. ""@Beritasatu: Nginap di Sinabung Dahlan Iskan Tidur Tanpa Kasur di Pengungsianbrt.st/1PzW"""
HS,"Gak cocok dek podo2 tukang tipu tukang korup : RT""@shiebonitaendel: yen oOm jokowi pasangan ambeg pak Dhe Dahlan Iskan koyog.e y .."""
HS,41. Dahlan Iskan Dirut PLN yang korup malah diangkat presiden jadi Men BUMN. Sakit jiwakah negara kita ini?pic.twitter.com/a0cMRJKpwK
HS,Kegenitan Surya Paloh seolah-olah Bung Karno. Ambisius miskin gagasan byYusrilIhza_Mhdchirpstory.com/li/184271
HS,"Rakyat telah berkali2 ditipu media bangsat yg memuja2 mulai dr Megawati SBY dan skrg Jokowi. Rakyat yg bodoh mudah diaturTrioMacan2000"""
HS,"Sedangkan megawati ""sudah"" tidak pantas RT @tribunnews: Guruh: Jokowi Belum Pantas Jadi Calon Presiden -bit.ly/1eag4TT"
HS," Prabowo jgn salah org taro di DPR spt si botak yg di ILC nongol  bkn wakil rakyat tu bodoh d tolol"""
HS,"cheslaveYusrilihza_Mhd buktinya surya paloh yg sangat tidak layak dijual nongol terus di medianya dia :"""
HS,"Males liat dahlan iskan yg masuk kaltim post mulu. Terserah deh situ mau ngapain. Jungkir balik kelelep. Pencitraan!"""
HS,KASUS KORUPSI KEMENLU Jusuf Kalla Diperiksa KPK - goo.gl/alerts/spOL #GoogleAlerts
HS,Hatta Rajasa su pale GOBLOK...hahahahahaha...dong minta katong pung semangat sama deng matahari...MATAHARI sa seng ada... Hahaeeee
HS,TERUS OM JOKOWI PAYAH ITU rt @dudeofrock JOKOWI TDK BISA MENGURUS TRANSPORTASI DI SOLO http://t.co/zJcHnev5sI @addeLeandro @hafidz_ary
HS,"Apapun yang terjadi gak akan pilih Megawati kalau dia nyapres lagi.  #sikap"""
HS,Yang sudah disusun secara sistematis oleh kediktatoran politisi orde baru yang sial nya ketika itu Megawati menjabat sebagai presiden.
HS,"Pemimpin bertangan besi itu dipakai utk sikap pada internal bukan utk rakyat! Hrs dipahami. Pak Jokowi itu lembek! Bahaya bagi moral PNS."""
HS,"Meliat wwcr matanajwa Kalau Megawati yg maju nyapres percaya deh pasti kalah coba di evaluasi lagi."""
HS,"Payah disuruh minta maaf umatnya maksain Jokowi jadi presiden biar bisa atasi banjir. Apa susahnya sih bilang maaf.."""
HS,Siapa tokoh sejarah yang paling kamu benci? ? megawati ask.fm/a/a8i9hh74
HS,Mudah-mudahan Megawati nyapres dan kalah lagi. Biar tau rasa.
HS,MafiaWar 17: Jokowi Obral Janji Dibantu Jasmev & Relawan Munafik fb.me/1dnTsN0Wv
HS,"Gila. Dulu gua bingung kalo orang bilang Jusuf Kalla itu serem. Setelah nontom Jagal-The Act of Killing semoga dia ga jadi presiden. Bahaya"""
HS,"Megawati nyapres lagi kalau sdh 2X gagal masih nekat nyapres itu namanya ngeyel. .. yakin deh akan kalah lagi. ..."""
HS,DPD: Manajemen Bencana Jokowi Kurang Andal republika.co.id/berita/nasiona?
HS,Megawati jangan nyalonin jadi capres lah biar yang lain aja
HS,Megawati ulangtahun? Yaudah bodo amat
HS,jokowi brengsek..... brengsek...... brengsek......:
HS,"Tabir Kualitas Jokowi Terungkap Saat Banjir Dulu Ambisius Sekarang Tak Elegan Kualitas kepemimpinan seseorang... fb.me/1TED3sHBI"""
HS,"Gagal Tangani Outsourcing BUMN Dahlan Iskan & Muhaimin Didesak Mundur bit.ly/1cZYnqZ"""
HS,@KompasTV surya paloh tidak pantas jadi pemimpin.kelihatan dari tindakannya
HS,inilah skenario mafia sepak bola indonesia. PSSI dan tim kesayangannya. Warga Jabar jangan pilih ARB fb.me/2W9cjKGFk
HS,Emangnya banjir tahun ini lebih mending drpd banjir tahun lalu? Ah Jokowi bohong.
HS,"Lgian jg trlalu serakah klo lgsg mau jd presiden gub aj blm lakuin ap2 RT@TrioMacan2000: 41. Mungkin Tuhan mel sikap dan keputusan Megawati"""
HS,jgn seprti jokowi : TUKANG BOHONG KELAS KAKAP Pada suatu hari ada dua orang sahabat yang bernama udin dan juhro bertemu setelah merek...
HS,"mimpi buruk banget surya paloh nyukur brewok... ya auloh pertanda apa ini"""
HS,"Memilih Calon Pemimpin Bangsa jng lah dri Para Pemimpin yg pernah Gagal Memimpin Bangsa ini sprti MEGAWATI jng beri ksempatan dua kali."""
HS,"GPVT menolak ARB jdi presiden bagaimana dengan kalian ??"""
HS,jokowi JAMBU __Janji Busuk Janji Palsu^:
HS,@SharpButSoft @Alex_Junaidi wiranto hari tano mulai kampanye padahal jelas kalah kelak di pilpres orang pinter kok bego!
HS,"Amien Rais kritik...!!!! - Jokowi Tidak Becus Menanggulangi Banjir Mega...: youtu.be/yG2MVaQN9mE via@youtube"""
HS,"35. Apalagi Hatta Rajasa bukan leader yg tepat jd presiden. Dia bukan Risks Taker safety player. Bisa bubar negara kalau dia jadi presiden"""
HS,@okayudistira surya paloh tidak layak jadi presiden
HS,Jokowi Hati busuk.. otak bangsat..:
HS,jokowi Anjing... babi... monyet... bangsat... setan... brengsek... anjing... anjing... gk pny otak...:
HS,"Jokowi ABURIZAL BAKRIE Bangsat ABURIZAL BAKRIE Keparat ABURIZAL BAKRIE Brengsek ABURIZAL BAKRIE Bajingan ! ABURIZAL BAKRIE TAHI ANJING:"""
HS,"Temukan kembali kesalahan-kesalahan dimasa pemerintahan BJ. Habibie wiranto prabowo dan megawati pada saat timor-timor lepas ...."""
HS,"Ngurus perusahaan sendiri aja gak becus gimana mau urus negara ni >>???? Lek Prabowo Subianto terlalu berambisi fb.me/1zJWub8eT"""
HS,Ketika dipaparkan bahwa kelemahan yg pling mendasar pda diri prabowo saat menjadi capres adalah sejarah. Soal penculikan aktivis pada orba..
HS,"Ferdylonge apa prabowo n wiranto yg punya urusan pelanggaran HAM berat atau ARB yg punya kasus pajak n lapindo"""
HS,@DefiTiti hehehehe......... Waketum titipan ARB wong goblok gak tau eroh sejarah #SoerabajaMelawan#SavePersebaya1927 pic.twitter.com/7nE4UZGcsb
HS,@TrioMacan2000  penjahat ham wiranto
HS,"Ngapain tu si Cutton Bud urus ekonomi aj gak Becus @Presiden2014com: Hatta Rajasa temui tokoh politik sepuh Buleleng goo.gl/EzFpO8"""""""
HS,"Semakin sombong juga statement ini @IndonesiaCapres Surya Paloh Sindir Partai yang "" Jualan "" Ketumnyakom.ps/AFeZn4"
HS,"Jangan di pilih jadi Presiden jika Jakarta belum beres namanya ora amanah Jakarta rampung disik..ngono Jokowi. #anismatta #PKS +8"""
HS,"Jika penjahat besar seperti Prabowo jadi pemimpin apa kata dunia? Besok2 siapa aja penjahat HAM/koruptor besar bisa jd calon pemimpin"""
HS,"Adalah kewajiban kita sbg warga negara yg tahu untuk mencerdaskan rakyat. Menyadarkan rakyat. Bhw Prabowo adlh penjahat besar yg mau menipu"""
HS,logika yg cerdas dan jenius ! --> Hatta Rajasa: Banyak Utang Semakin Membuat Indonesia Baiktribunnews.com/bisnis/2014/01?
HS,"@galuhsari20 triomacan2000 Catatan MORAL BEJAT JOKOWI By ""@TrioMacan2000 chirpstory.com/li/110143"
HS,"udah gak becus kli RT @barnabas_fans: Dahlan Iskan akan Ganti Direktur Operasi Merpati Kenapa?bit.ly/JxxB0r"""
HS,Neraka karena Pengelolaan yang Tak Becus by Dahlan Iskan has been chirpified! chirpstory.com/li/185630
HS,"Dasar Goblok..ini menteri telunjuk Neolib! Hatta Rajasa: Banyak Utang Semakin Membuat Indonesia Baiktribunnews.com/bisnis/2014/01? via @tribunnews"""
HS,Jokowi BANGSAT makin BANGSAT. PELACUR MERAJALELA. YANG PINTAR DI BODOHI. YANG BODOH DI BUDAYAKAN. kaya ANJING Loe semua. MANUSIA MAKI.
HS,"Baca TL salah stu account blg bakal nyapres sbg pres boneka? jokowi ga pny integritas gada leadership trus korupsi ga ngaku fitnah org"""
HS,Jokowi Aku benci imam dia tu bangsat anjing:
HS,"Sedangkan kader PDIP saja banyak yg menolak pencapresan megawati maka sangat masuk akal apabila rakrat juga menolak."""
HS,"Busuk RT @br4t4: Blusukan lebay ?@karyaseo: Uhuk .. RT ""@tribunnews: Serap Aspirasi Wiranto Nyamar ...m.tmi.me/1dy8H7"""
HS,"Haha..busuk! RT @SINDOnews: Turun ke bawah Wiranto nyamar jadi tukang becak goo.gl/RZP5tQ"""
HS,jokowi janji palsu belaka manis dimulut sj pandai memutar lidah:
HS,@SuaraIslamOn.wah kenapa tdk nyalahin tuhan sekalian dasar ! Jokowi bejat ! Kuasa tuhan aja di salahin ama ini org
HS,"Yang jls PEMILU nanti g bakal milih Prabowo. Mukanya muka orang jahat. Kayak pemain sinetron yg sering senyum licik berkata-kata dlm hati."""
HS,"klo suatu saat ARB dkk. musnah #aamiin apa kalian masih bisa sombong kaya gini? musuh??"""
HS,"ARB WIN-HT Prabowo.. Iklan kampanye-nya lebay semuagak realistisfake."""
HS,Akil Mochtar tuding Mahfud MD tak konsisten soal pemilu serentak mdk.to/hU4y #Peristiwa
HS,Akil Mochtar Sebut Mahfud MD Goblok penaone.com/akil-mochtar-s?
HS,"Lebih bejat mana ama Bapak? Ckckck ""@Aktualco: Akil Sebut Omongan Mahfud MD Fitnah aktual.co/86901"""
HS,Akil Mochtar Sebut Mahfud MD Tidak Konsisten Soal Putusan Pemilu Serentak
HS, dua kali pilpres thn 2004 & 2009 pilih wiranto jadi capres tapi wiranto gagal jadi capres karena kalah suara .
HS,tidak KONSISTEN RT @kompasdotcom: KOALISI : Kenapa Prabowo Merapat ke SBY? http://kom.ps/B4o
HS,"Dahlan itu mentri lebay..RT  @kompascom: Gita Wirjawan Pilih Mundur Dahlan Iskan Berkelit  kom.ps/AFe5vo"""""""
HS,"RMaulana31 wiranto n tanu kampanye bgmn pun caranya tdk akan terpilih wong rakyat sdh tau mrk licik se x K1230Dahlan Iskan Berkelit  kom.ps/AFe5vo"""""""
HS,Prediktif kali kakak.. haha RT @nicodimuss Wiranto-HT ambu2ne capres gagal diawal -__-
HS,Geli banget! Hary Tanoe ama Wiranto masa kampanye smpe ke sinetron segala.. wkwkwk.. bodoh bodooohhh >_<
HS,@cepnur : bergerak2 kang jgn pilih wiranto sama hary tanoe!!!. Bobotoh Hate Hary Tanoe
HS,@rcti  siaran isl neng rcti diacak.. jngn pilih wiranto ama bos nya mmc itu brooo... dancuk
HS,"Idih najis banget ihh di sinetron tukang bubur naik haji ada wiranto dan hari tanoe. Gak bakal gw pilih."""
HS,Emang tolol! RT @negativisme: Hahahaha Ini Wiranto sama Hari Tanoe main sinetron? Tukang Dubur Naik Haji jadi Tukang Caper Gak Tau Diri!
HS," RT @xms99: Barca kalah..MU kalah..Prabowo ARB Wiranto jg kalah #eh"""
HS," RT @wahidbhogel: Barca kalah..Emyu kalah..Prabowo ARB Wiranto juga kalah #ehh"""
HS,"Jadi MU kalah nih yaudah gpp  pilpres 2009 Megawati juga kalah kok!!"""
HS,"Memang gk pantas..soalnya cm bs ngomong sj ""@Presiden2014com: @iskan_dahlan @mohmahfudmd Survei: Dahlan Iskan dan Mahfud MD tak Kapabel"
HS,"jangan pilih wiranto jd presiden RT @NugrohoYS: Jelas :/ ""@Gilanggl:@infosriwijayafc cakmano nak dukung SFC kalo ISL bae diacak :|"""
HS,Iklan PAN paling lucu bin oon. hatta rajasa blg bantu korban jgn bawa atribut partai. Eh dia ngunjungin korban pake rompi PAN. Tolol..
HS,"Oh iya nyyeet gw lupa !!! #fuckyou ""@ryzalfirman: urusan lapindo ya ke ARB lahh..goblok lu!"
HS,LSI: PDIP Bisa Kalah Jika Megawati Nyapres dlvr.it/4qvwQk
HS,Ih entah apa metro tv cm ngeselin klu nayangin pidato nya surya paloh 
HS,"ARB lbh tak populer lagi surbey ini bau lumpur ""@TweetBerita_iD: #Crawler Survei LSI: Capres Konvensi Demokrat tak Populer: #Crawler"""
HS,Yudh tinggal jangan di pilih aja Wiranto sama harry nya @bobotohFm
HS,"Partai yg tidak populer lagi menurut saya: Partai Demokrat PKS PDI-P di bawah bayang2 Megawati  dan Golkar di bawah ambisi ARB."""
HS,"RT @bieszma: perusahaan @aburizalbakrie hampir gulung tikar ARB gagal capres tahun ini.@Presiden2014com @punyadkijakarta http://t.co/HHy?"""
HS,"charles_naftali @tutihand_ @MisterBombastiq @PartaiSocmed megawati gagal! hny pakai data valid aja megawati jual 13 BUMN SBY 30 BUMN"""
HS,"PKS_LB  Krn Pencitraan lebay tp kinerja jongkok membuat Elektabilitas Jokowi Terus Menurun  bit.ly/1eoo1dm"""
HS,"Peneliti: Jika Jokowi jadi Presiden Diyakini Bakal Gagal Seperti SBY m.voa-islam.com/r/28945 @TrioMacan2000"""
HS,"Ibu Mega pa.prabowo pa.wiranto sharus'y Mlu Jika Ingin Capres Toh Shrusnya Mrka sudh brikn Ksmptn u/ kaum2 yg Lbh Muda Krna mrka orng2 GAGAL"""
HS,"wiranto : kebanyakan iklan keliatan mupeng banget bikin males milih"""
HS,tvOneWebNews Amshiong...... tukang bohong dah arb fb.me/3iHMLoY1N
HS,"Yg dr Madura eks ketua MK Mahfud MD! MA & MK beda BEGO! """"Dewi Perssik Tak Takut Masuk Penjara Karena Kenal Ketua MA """"fb.me/2FjKzZQTA"""""""
HS,"Restorasi akan GAGAL @NasDem : merdeka.com : Kisah Luviana jurnalis wanita lawan Surya Palohmerdeka.com/peristiwa/kisa?"""
HS,Dibalik Citra & Popularitas Palsu Jokowi wp.me/p3Ork5-aa via @galuhsari20
HS,"jokowi Langokk paett lungoy ningokk politikus ne pjabat"""" negara BERHENTILAH BICARA sungguh muak dgn JANJI PALSU kalian.:"""
HS,"kena kasus korupsi setelah fitnah mahfud md korupsi ini epik banget guys hahaha bit.ly/1f0iFAc @fadhlyalimin"""
HS,Wiranto jadi tukang becak tuh. Makin males lah nonton tv lokal.
HS,"besok kalau pak wiranto gagal lagi jadi presiden kasihan ya capek pastinya.."""
HS,"Jesscalin28 prabowo aja kalah  apalagi aku. Wkwkwwk"""
HS,Tapi ga bakal menang...! RT @berita_politik: [MetroNews] Megawati Dinilai masih Layak Jadi Capres PDIPbit.ly/1aJn5Q7 #berita
HS,"Kepedean saingan jd capres aja kalah""""@detikcom: Sekjen Golkar: Pramono Edhie Prabowo Jokowi Masuk Bursa Cawapres Ical"""
HS,"Kalo cuma orasi di medsos gue juga bisa. Mau perubahan? Ya pake otak dong jangan pembunuh seperti prabowo disuruh nyapres. Bego!!"""
HS, calon payah RT @inilahdotcom: KPI Tegur Tayangan Politik Wiranto di RCTI bit.ly/1dcNHZ6
HS,"3 Kebijakan Jokowi yang Tak Konsisten Dilaksanakan Anak Buahnya: Sejak menjadi Gubernur Jokowi...dlvr.it/4vNTqw #Detikcom"""
HS," Goblok diakali londo iku pak jokowi"""
HS,Jokowi ingkar janji Penipu.:
HS," Jokowi ingkar janji Malu tu sm diri sendiri bkn sma si GR anjink!! Hahaha penipu!!!!!:"""
HS,Wiranto ini mirip si @SBYudhyono kutengok. Model2nya. Lembek dan penuh pencitraan.
HS,bego banget :DRT @iylhamARZ23: ARB iki tak sawang-sawang wajah e koyok Abdul Rizal Bakrie deh...
HS,Sumpah mati bosan lihat muka aburizal bakrie di tipiwan. Muak.
HS,prabowo bangsat prabowo bajingan prabowo anjing #ngetest
HS,Pencitraan bgth bro RT kompascom: Aburizal Bakrie Kirim Surat ke 13.716 Guru di 
HS,"Romo Magnis: Jangan Pilih Capres yang 'Tangannya Berlumur Darah' -via @tribunnews.. Prabowo Wiranto Pramono TERELIMINASI..."""
HS,Siapa tokoh sejarah yang paling kamu benci ? — prabowo ask.fm/a/ab4k0g6k
Non_HS,Ketua adalah pemimpin berprinsip dan cakap dlm menentukan pilihan..Gerindra Menang!! Prabowo Presiden!! cont tl.gd/cnq4vf
Non_HS,100% Agree!! +1juta RT @ThinkWL Prof. Mahfud MD adalah sosok pemimpin teladan.
Non_HS,"Megawati adalah calon kandidat presiden paling kuat sejauh ini menurutku. Cc : @DianTigamartil"""
Non_HS,Mahfud MD Berpeluang Kuat jadi Cawapres 2014 bit.ly/wXZg3Y
Non_HS, Mahfud MD Teringat Semangat dlvr.it/1CdxN9
Non_HS,Rahmat Gobel-Mahfud MD cakap tuh. RT @timbosiahaan: Vote @RachmatGobel..: @kahfi_siregar@ilham_bintang   m.tmi.me/m3WsC
Non_HS,Jusuf Kalla dan Mahfud MD Kandidat Kuat Capres Diusung PPP - Tribunnews tribunnews.com/2012/02/22/jus?via @tribunnews
Non_HS,dahlan iskan ini hebat yahhh.. Pemimpin yg berwawasan luas yg bs membawa perubahan..
Non_HS,Aihh bapa jokowi merakyat bgt deh.. ????/?
Non_HS,JokoWi merakyat! Salut!
Non_HS,+1 RT @aditryan: Jokowi merakyat. Beneran deh. Salut kalau soal ini sih.
Non_HS, Kalla dan Mahfud Md. Masuk Bursa Wali Amanah UI | nasional j.mp/I634kw #fb #beritaedukasi
Non_HS,ramah tamah prabowo subianto pic.twitter.com/E8RMPq0D
Non_HS, Pak Jusuf Kalla. Anda memang hebat!
Non_HS, Jusuf Kalla adalah Negarawan yang memberikan teladan pada kader kader Partai Golkar.
Non_HS,"Gagah sekali pidato'a Surya Paloh Karismatik banget ??'?' '?'??"""
Non_HS," Hasil Survei Prabowo Calon Kuat Presiden 2014 fb.me/2hTg4fAvw"""
Non_HS,"Mahfud MD cakap juga jadi presiden selain Antasari Azhar """
Non_HS,"Jokowi merakyat Jokowi memikirkan rakyat"""
Non_HS, hari ini Wiji Thukul berulang tahun. Neil Amstrong meninggal. Prabowo masih jadi idola.
Non_HS,pokoke jokowi konsisten deh terhadap rencananya apalagi di jkt dia sudah ada plannnya pasti di laksanakan#jakarta1
Non_HS, Jokowi Tangguh Indonesia Tangguh #replacemovietitlewithjokowi #JokowiAhok @nafaurbach15
Non_HS, Jusuf Kalla emang orang hebat deh
Non_HS,Jusuf Kalla emang hebat
Non_HS, ...hebat Pak Jusuf Kalla.
Non_HS,Barusan ketemu pak surya paloh di vivo city ternyata dia ramah orgnya. . .tak sesangar brewoknya. . .
Non_HS,"Jokowi teladan bagi seluruh Gubernur Indonesia.. ""Mendengarkan maslah rkyt bukan 3D: datang duduk duit!?"""
Non_HS, LSN: Prabowo dan Wiranto Calon Kuat Presiden 2014 metrotvn.ws/V162350
Non_HS,KNPI: Jokowi Teladan Bagi Pemuda Indonesia bit.ly/QQ0i5p
Non_HS,32. Mahfud MD ini orang apa adanya. Tdk munafik. Konsisten. Satu kata dgn perbuatan. Saleh dan berakhlak mulia. Dia kerap jd imam & khatib
Non_HS,RT @TrioMacan2000: 32. Mahfud MD ini orang apa adanya. Tdk munafik. Konsisten. Satu kata dgn perbuatan. Saleh dan ... m.tmi.me/z3LZb
Non_HS, Sekarang ada pak mahfud MD lg bernostalgia #SCTV sangat bersahaja cc: @TrioMacan2000
Non_HS,Patut mnjd Panutan RT @Metro_TV: PPP: Mahfud Md Pejabat yang Sadar Diri metrotvn.ws/N115021
Non_HS, Mahfud MD Dinilai Paling Jujur dan Bersih bit.ly/Tmzx9Z
Non_HS,"Dinilai Mirip Soekarno Jokowi Dinobatkan Sebagai Teladan Demokrasi de.tk/rwy4n via @detikforum"""
Non_HS, @NajwaShihab Jusuf Kalla adalah figur yg luwes namun sigap dlm memimpin
Non_HS,Pak Jokowi sigap sekali. Beliau membalas twit saya :
Non_HS,Pak Jusuf kalla hebat !!
Non_HS,RT @nandapricilia: Bpk.Hatta Rajasa wibawa bangetlah.
Non_HS,"Tokoh2 karismatik JK Abraham Samad Dahlan Iskan n Mahfud MD @MataNajwa @Metro_TV"""
Non_HS,"Ok ini untung jokowi sigap bgt ya:"""
Non_HS,Jokowi: Pukul 01.00 WIB pun Bantuan Kita Antar: Gubernur DKI Jokowi sigap untuk memberikan bantuan pada warga ko... bit.ly/10wZewq
Non_HS,"Sejauh ini pemimpin yg gw kenal ramah dan mau berbagi ilmu cuma Jokowi dan Jusuf Kalla"""
Non_HS,Jokowi-Ahok beri teladan kepada masyarakat bit.ly/10Ln4os
Non_HS, Jokowi Terlalu Tangguh untuk Dihadapi? kom.ps/ADtlYD lewat @kompasiana
Non_HS,Jokowi teladan bangsa.
Non_HS,"Jokowi sigap banged stasiun transmisi langsung disiram kembang dikit lagi Half time."""
Non_HS,buku dahlan iskan berwawasan bgt
Non_HS,Gerindra: Prabowo Kandidat Kuat di Pilpres 2014 #Berita #Kabar
Non_HS, Prabowo calon kuat Pilpres 2014 - Waspada Online bit.ly/ZXfVzm
Non_HS," Megawati Ical dan Prabowo Kandidat Kuat Capres 2014 Versi LSI kom.ps/AEHpHn"""
Non_HS,"Prof. Mahfud MD akan memasuki masa pensiun terimakasih atas jasanya mengawal Konstitusi di Negara initetaplah jadi panutan!"""
Non_HS,"JK_Kita Salam Pak Jusuf Kalla yang penuh Karisma dan panutan bagi Pemuda Indonesia."""
Non_HS,Sepertinya perolehan suara Gerindra bakal naik nih di 2014. Prabowo juga pandai lobi sana sini termasuk ke SBY.
Non_HS,@iznillahiftah iklan ARB paling meyakinkan sih.. Karismatik lagi wkwk
Non_HS,Surya Paloh sangat karismatik
Non_HS,CALON PRESIDEN 2014: Jokowi Kandidat Paling Kuat dlvr.it/3SDC4s #banjir #gempa
Non_HS, Jusuf Kalla Peduli Terhadap Perlindungan TKI fb.me/27er7M9gT
Non_HS,Kepemimpinan Dahlan Iskan Dikagumi Awak BUMN | http://t.co/7LVcOh3nt3: http://t.co/EWiBU1GHX0
Non_HS,"mengikuti kuliaf Prof. Mahfud MD sosok yg sederhana sekali panutan :"""
Non_HS,"Tegar banget yaa yg namanya pemimpin ga pernah memperlihatkan kesedihnya di hadapan rakyatnya : *liat ke arah Ibu Megawati Soekarno Putri*"""
Non_HS,Bapak Dahlan Iskan sosok pribadi yang saaaangat ramah : {}
Non_HS,Hary Tanoe ingin menciptakan masyarakat yang bersatu adil dan bermoral Wiranto ingin menciptakan masyarakt yg sehat dan cerdas
Non_HS,"Ibu Megawati Soekarno Putri memang sosok yang tegar dan pemberani teguh pendirian"""
Non_HS, Pak Mahfud MD...salut salut salut....
Non_HS,Point plus tersendiri dr gw buat pak @/iskan_dahlan Yg gini yg patuh dicontoh   jadi panutan..
Non_HS,"Sosok yg merakyat RT @detikcom: Dahlan Iskan: Sang Pilar yang Teman Semua Orang http://t.co/VvuKi6NGaL via @detikfinance"""
Non_HS,Ini yang disampaikan Taufiq Kiemas 3 bulan lalu: Dukung Mahfud MD Jadi Capres. http://t.co/IuzGeyWejV
Non_HS,@GolkarUnite @pandu_supanji kita dukung Wiranto Pemimpin Sejati Jendral Sejati bukan Jendral Salon juga bukan Jendral Sensasi
Non_HS,"Dua pengusaha sukses yang harus di jadikan panutan  yaitu Gubernur DKI Jakarta Bapak IR. Joko Widodo dan Mentri BUMN Bapak Dahlan Iskan"""
Non_HS,"Gerindra sosok prabowo utk saat ini yg pling tepat memimpin NKRI Tegas Garang ditakuti elite partai manapun. Dia bukan otoriter tp tegas"""
Non_HS,"akimalam_tvone Bang TeKa itu sosok sentral Bu Mega kehilangan pasti tapi Bu Mega bukan tipe politikus cengeng."""
Non_HS,Bagus jg nih iklan kampanye wiranto. Ada tukang bubur hormat ama bendera. Realistis bgt!
Non_HS,pak @iskan_dahlan kami @perbasi_sby butuh pemimpin seperti bapak khususnya Jatim biar tangguh seperti kepemimpinan bapak dulu.
Non_HS,"Kepemimpinan fenomenal Dahlan Iskan atas BUMN. #Antara Pasar dan Politik 70 ribu http://t.co/uk1Z9cqVbh"""
Non_HS,Dukung terus pak Hatta Rajasa RT @sahabathatta Parmusi Dukung Hatta Rajasa Sebagai Capres di Pilpres 2014 http://t.co/0nAMsMkX3G
Non_HS,Mari bersama2 dukung pak Hatta Rajasa RT @sahabathatta Parmusi Dukung Hatta Rajasa Sebagai Capres di Pilpres 2014 http://t.co/ooRbnBJo5U
Non_HS,"Wiranto ngomong hentikan korupsi pake baju silat. Oh inovasi baru yang korupsi disilat aja. #mm #bebasbro"""
Non_HS,"Paling mending drpd ARB atw surya paloh kyny ""@TrioMacan2000 Prof Mohammad Mahfud MD Capres Terbaik 2014 By http://t.co/m8LbAISwRN"""
Non_HS,"Diserukan pada Sukarnois-Sukarnois Muda untuk Mendukung Megajo Megawati-Jokowi dalam Pemilu 2014. Barisan... http://t.co/s6l569nJZN"""
Non_HS,"banyak yg berharap ia dapat jadi panutan  !  RT  @kompasiana: Jokowi Dambaan Rakyat Menjadi Presiden http://t.co/Vpje5oNNLV"""
Non_HS,Jokowi ! Joko Widodo ! JOKO WOW ..... Tokoh Panutan Saya ! Jarang ada orang kayak Jokowow yg satu ini !
Non_HS,Sederhana dan humoris inilah yg membuat Jokowi dan Dahlan Iskan dekat dengan rakyat cuma 2 sosok ini yg greget buat pilpres 2014~
